path,status,source_group,file_type,size_bytes,sha256,canonical_path,normalized_companion,extraction_method,extraction_confidence,blocker
docs/reference/data/jam_exports/collisionrelateddocs__collision_releated__collision-engineers-whiteboard.jam/images/frame-006.png,normalized-derivative,data/jam_exports,.png,22379,eafdc800d2cd9e811749d5fa9798671a3cfd80662dfe0de6315d9d298ebbcc8a,docs/reference/data/jam_exports/collisionrelateddocs__collision_releated__collision-engineers-whiteboard.jam/images/frame-006.png,,not-applicable,not-applicable,
docs/reference/data/jam_exports/collisionrelateddocs__collision_releated__collision-engineers-whiteboard.jam/images/frame-007.png,normalized-derivative,data/jam_exports,.png,23274,45f8c8f8947439b748ba797f7927d0cc7066d552240e58c056a6d42f112ea470,docs/reference/data/jam_exports/collisionrelateddocs__collision_releated__collision-engineers-whiteboard.jam/images/frame-007.png,,not-applicable,not-applicable,
docs/reference/data/jam_exports/collisionrelateddocs__collision_releated__collision-engineers-whiteboard.jam/images/frame-008.png,normalized-derivative,data/jam_exports,.png,13122,ec0c94e4f779dd3b4324c3fa082281a572521d9c535743aa770c83ebaf64eada,docs/reference/data/jam_exports/collisionrelateddocs__collision_releated__collision-engineers-whiteboard.jam/images/frame-008.png,,not-applicable,not-applicable,
docs/reference/data/jam_exports/collisionrelateddocs__collision_releated__collision-engineers-whiteboard.jam/images/frame-009.png,normalized-derivative,data/jam_exports,.png,14241,b9a714f9fbd6737304cd58c51f28b15215489b3027b9e762844a400e216377d5,docs/reference/data/jam_exports/collisionrelateddocs__collision_releated__collision-engineers-whiteboard.jam/images/frame-009.png,,not-applicable,not-applicable,
docs/reference/data/jam_exports/collisionrelateddocs__collision_releated__collision-engineers-whiteboard.jam/images/frame-010.png,normalized-derivative,data/jam_exports,.png,48348,90a7713d88e39751a455de3ab192905a18f551b941d15e5db87dc7badf087320,docs/reference/data/jam_exports/collisionrelateddocs__collision_releated__collision-engineers-whiteboard.jam/images/frame-010.png,,not-applicable,not-applicable,
docs/reference/data/jam_exports/collisionrelateddocs__collision_releated__collision-engineers-whiteboard.jam/images/frame-011.png,normalized-derivative,data/jam_exports,.png,67254,f6d011439a3c2512f15658d3b64492f89283daecad75cd00222378e046fa1e2f,docs/reference/data/jam_exports/collisionrelateddocs__collision_releated__collision-engineers-whiteboard.jam/images/frame-011.png,,not-applicable,not-applicable,
docs/reference/data/jam_exports/collisionrelateddocs__collision_releated__collision-engineers-whiteboard.jam/images/frame-012.png,normalized-derivative,data/jam_exports,.png,2958,902055de8ecb08d397cb226c3d933ebd4cec6c84b4f4ac194a81c9fb41482378,docs/reference/data/jam_exports/collisionrelateddocs__collision_releated__collision-engineers-whiteboard.jam/images/frame-012.png,,not-applicable,not-applicable,
docs/reference/data/jam_exports/collisionrelateddocs__collision_releated__collision-engineers-whiteboard.jam/images/frame-013.png,normalized-derivative,data/jam_exports,.png,15491,8653fd49dcc4767ede74be9c2ef3b0a89c87681ad335e90b94da8984bc51ae8c,docs/reference/data/jam_exports/collisionrelateddocs__collision_releated__collision-engineers-whiteboard.jam/images/frame-013.png,,not-applicable,not-applicable,
docs/reference/data/jam_exports/collisionrelateddocs__collision_releated__collision-engineers-whiteboard.jam/images/frame-014.png,normalized-derivative,data/jam_exports,.png,21441,033cd8ac8a55eaec4bae024e59e9a0cb3dc74d8876843906d19be50902535649,docs/reference/data/jam_exports/collisionrelateddocs__collision_releated__collision-engineers-whiteboard.jam/images/frame-014.png,,not-applicable,not-applicable,
docs/reference/data/jam_exports/collisionrelateddocs__collision_releated__collision-engineers-whiteboard.jam/images/frame-015.png,normalized-derivative,data/jam_exports,.png,27346,bee678a53d4b82042f468e1a3097524b2cda9731e05fc5aa57216c48d310f430,docs/reference/data/jam_exports/collisionrelateddocs__collision_releated__collision-engineers-whiteboard.jam/images/frame-015.png,,not-applicable,not-applicable,
docs/reference/data/jam_exports/collisionrelateddocs__collision_releated__collision-engineers-whiteboard.jam/images/frame-016.png,normalized-derivative,data/jam_exports,.png,18477,2e85f202506914b8a0609e6f0b12f1a78c30f71b65ac62d53899043c74ff5c19,docs/reference/data/jam_exports/collisionrelateddocs__collision_releated__collision-engineers-whiteboard.jam/images/frame-016.png,,not-applicable,not-applicable,
docs/reference/data/jam_exports/collisionrelateddocs__collision_releated__collision-engineers-whiteboard.jam/images/frame-017.png,normalized-derivative,data/jam_exports,.png,41299,30b27d9718de13e206c67849a5d3a82f0202aa7116571163e03f64ea9d658d1f,docs/reference/data/jam_exports/collisionrelateddocs__collision_releated__collision-engineers-whiteboard.jam/images/frame-017.png,,not-applicable,not-applicable,
docs/reference/data/jam_exports/collisionrelateddocs__collision_releated__collision-engineers-whiteboard.jam/images/frame-018.png,normalized-derivative,data/jam_exports,.png,18318,9e7253de8331aa5524844892e9484aeeacb994ca3dd7cdf3759056e70a02cd5c,docs/reference/data/jam_exports/collisionrelateddocs__collision_releated__collision-engineers-whiteboard.jam/images/frame-018.png,,not-applicable,not-applicable,
docs/reference/data/jam_exports/collisionrelateddocs__collision_releated__collision-engineers-whiteboard.jam/images/frame-019.png,normalized-derivative,data/jam_exports,.png,7840,7fc38daa6eee04f932ccde8c62b03df604d42e075455d81eb4408d6ae02589dd,docs/reference/data/jam_exports/collisionrelateddocs__collision_releated__collision-engineers-whiteboard.jam/images/frame-019.png,,not-applicable,not-applicable,
docs/reference/data/jam_exports/collisionrelateddocs__collision_releated__collision-engineers-whiteboard.jam/images/frame-020.png,normalized-derivative,data/jam_exports,.png,199792,e7247be45911c46905343473e4c57b9f6ed7a450563d19c508c2d9652c2c63e2,docs/reference/data/jam_exports/collisionrelateddocs__collision_releated__collision-engineers-whiteboard.jam/images/frame-020.png,,not-applicable,not-applicable,
docs/reference/data/jam_exports/collisionrelateddocs__collision_releated__collision-engineers-whiteboard.jam/images/frame-021.png,normalized-derivative,data/jam_exports,.png,39153,6eef368915051c907da8531957cd8c0a029594acb3804c9301be14c468806d2e,docs/reference/data/jam_exports/collisionrelateddocs__collision_releated__collision-engineers-whiteboard.jam/images/frame-021.png,,not-applicable,not-applicable,
docs/reference/data/jam_exports/collisionrelateddocs__collision_releated__collision-engineers-whiteboard.jam/images/frame-022.png,normalized-derivative,data/jam_exports,.png,49072,fc49f31d6dd30a8404a48361ba10f0d6c1fb839e1271f3d2bfd253ee0718edab,docs/reference/data/jam_exports/collisionrelateddocs__collision_releated__collision-engineers-whiteboard.jam/images/frame-022.png,,not-applicable,not-applicable,
docs/reference/data/jam_exports/collisionrelateddocs__collision_releated__collision-engineers-whiteboard.jam/images/frame-023.png,normalized-derivative,data/jam_exports,.png,48306,6aed6bc188c4ad52f24bde5a398ecd2be7d8fb115550901937430ab5c4c55c67,docs/reference/data/jam_exports/collisionrelateddocs__collision_releated__collision-engineers-whiteboard.jam/images/frame-023.png,,not-applicable,not-applicable,
docs/reference/data/jam_exports/collisionrelateddocs__collision_releated__collision-engineers-whiteboard.jam/images/frame-024.png,normalized-derivative,data/jam_exports,.png,2628,86becfe49b41739919ad50597877c17d041edc89567a05d8a14e271c035f2f8b,docs/reference/data/jam_exports/collisionrelateddocs__collision_releated__collision-engineers-whiteboard.jam/images/frame-024.png,,not-applicable,not-applicable,
docs/reference/data/jam_exports/collisionrelateddocs__collision_releated__collision-engineers-whiteboard.jam/images/frame-025.png,normalized-derivative,data/jam_exports,.png,2061,762194e0d919698b50cedd50e8756e8c35a170ef1dd46fab2e03c12e00fb5ca6,docs/reference/data/jam_exports/collisionrelateddocs__collision_releated__collision-engineers-whiteboard.jam/images/frame-025.png,,not-applicable,not-applicable,
docs/reference/data/jam_exports/collisionrelateddocs__collision_releated__collision-engineers-whiteboard.jam/images/frame-026.png,normalized-derivative,data/jam_exports,.png,105787,92a84f8e27f6d0d6a231872286a35a52834171f71b1a78690c0b328453b9923e,docs/reference/data/jam_exports/collisionrelateddocs__collision_releated__collision-engineers-whiteboard.jam/images/frame-026.png,,not-applicable,not-applicable,
